relative_path,classID
dataset/kick-004-n-5.wav,kick
dataset/kick-004-n-6.wav,kick
dataset/kick-004-n-7.wav,kick
dataset/kick-004-n-8.wav,kick
dataset/kick-004-o.wav,kick
dataset/kick-004-p-1.wav,kick
dataset/kick-004-p-2.wav,kick
dataset/kick-004-p-3.wav,kick
dataset/kick-004-p-4.wav,kick
dataset/kick-004-p-5.wav,kick
dataset/kick-004-p-6.wav,kick
dataset/kick-004-p-7.wav,kick
dataset/kick-004-t-1.wav,kick
dataset/kick-004-t-2.wav,kick
dataset/kick-004-t-3.wav,kick
dataset/kick-004-t-4.wav,kick
dataset/kick-004-t-5.wav,kick
dataset/kick-004-t-6.wav,kick
dataset/kick-004-t-7.wav,kick
dataset/kick-004-t-8.wav,kick
dataset/kick-005.wav,kick
dataset/kick-005-a-1.wav,kick
dataset/kick-005-a-2.wav,kick
dataset/kick-005-a-3.wav,kick
dataset/kick-005-a-4.wav,kick
dataset/kick-005-a-5.wav,kick
dataset/kick-005-a-6.wav,kick
dataset/kick-005-a-7.wav,kick
dataset/kick-005-a-8.wav,kick
dataset/kick-005-a-9.wav,kick
dataset/kick-005-n-1.wav,kick
dataset/kick-005-n-2.wav,kick
dataset/kick-005-n-3.wav,kick
dataset/kick-005-n-4.wav,kick
dataset/kick-005-n-5.wav,kick
dataset/kick-005-n-6.wav,kick
dataset/kick-005-n-7.wav,kick
dataset/kick-005-n-8.wav,kick
dataset/kick-005-n-9.wav,kick
dataset/kick-005-o.wav,kick
dataset/kick-005-p-1.wav,kick
dataset/kick-005-p-2.wav,kick
dataset/kick-005-p-3.wav,kick
dataset/kick-005-p-4.wav,kick
dataset/kick-005-p-5.wav,kick
dataset/kick-005-p-6.wav,kick
dataset/kick-005-t-1.wav,kick
dataset/kick-005-t-2.wav,kick
dataset/kick-005-t-3.wav,kick
dataset/kick-005-t-4.wav,kick
dataset/kick-005-t-5.wav,kick
dataset/kick-005-t-6.wav,kick
dataset/kick-006.wav,kick
dataset/kick-006-a-1.wav,kick
dataset/kick-006-a-2.wav,kick
dataset/kick-006-a-3.wav,kick
dataset/kick-006-a-4.wav,kick
dataset/kick-006-a-5.wav,kick
dataset/kick-006-a-6.wav,kick
dataset/kick-006-a-7.wav,kick
dataset/kick-006-n-1.wav,kick
dataset/kick-006-n-2.wav,kick
dataset/kick-006-n-3.wav,kick
dataset/kick-006-n-4.wav,kick
dataset/kick-006-n-5.wav,kick
dataset/kick-006-n-6.wav,kick
dataset/kick-006-n-7.wav,kick
dataset/kick-006-o.wav,kick
dataset/kick-006-p-1.wav,kick
dataset/kick-006-p-2.wav,kick
dataset/kick-006-p-3.wav,kick
dataset/kick-006-p-4.wav,kick
dataset/kick-006-p-5.wav,kick
dataset/kick-006-p-6.wav,kick
dataset/kick-006-t-1.wav,kick
dataset/kick-006-t-2.wav,kick
dataset/kick-006-t-3.wav,kick
dataset/kick-006-t-4.wav,kick
dataset/kick-006-t-5.wav,kick
dataset/kick-006-t-6.wav,kick
dataset/kick-007.wav,kick
dataset/kick-007-a-1.wav,kick
dataset/kick-007-a-2.wav,kick
dataset/kick-007-a-3.wav,kick
dataset/kick-007-a-4.wav,kick
dataset/kick-007-a-5.wav,kick
dataset/kick-007-a-6.wav,kick
dataset/kick-007-a-7.wav,kick
dataset/kick-007-a-8.wav,kick
dataset/kick-007-a-9.wav,kick
dataset/kick-007-n-1.wav,kick
dataset/kick-007-n-2.wav,kick
dataset/kick-007-n-3.wav,kick
dataset/kick-007-n-4.wav,kick
dataset/kick-007-n-5.wav,kick
dataset/kick-007-n-6.wav,kick
dataset/kick-007-n-7.wav,kick
dataset/kick-007-n-8.wav,kick
dataset/kick-007-n-9.wav,kick
dataset/kick-007-o.wav,kick
dataset/kick-007-p-1.wav,kick
dataset/kick-007-p-2.wav,kick
dataset/kick-007-p-3.wav,kick
dataset/kick-007-p-4.wav,kick
dataset/kick-007-p-5.wav,kick
dataset/kick-007-p-6.wav,kick
dataset/kick-007-p-7.wav,kick
dataset/kick-007-p-8.wav,kick
dataset/kick-007-p-9.wav,kick
dataset/kick-007-t-1.wav,kick
dataset/kick-007-t-2.wav,kick
dataset/kick-007-t-3.wav,kick
dataset/kick-007-t-4.wav,kick
dataset/kick-007-t-5.wav,kick
dataset/kick-007-t-6.wav,kick
dataset/kick-007-t-7.wav,kick
dataset/kick-008.wav,kick
dataset/kick-008-a-1.wav,kick
dataset/kick-008-a-2.wav,kick
dataset/kick-008-a-3.wav,kick
dataset/kick-008-a-4.wav,kick
dataset/kick-008-a-5.wav,kick
dataset/kick-008-a-6.wav,kick
dataset/kick-008-a-7.wav,kick
dataset/kick-008-a-8.wav,kick
dataset/kick-008-a-9.wav,kick
dataset/kick-008-n-1.wav,kick
dataset/kick-008-n-2.wav,kick
dataset/kick-008-n-3.wav,kick
dataset/kick-008-n-4.wav,kick
dataset/kick-008-n-5.wav,kick
dataset/kick-008-n-6.wav,kick
dataset/kick-008-o.wav,kick
dataset/kick-008-p-1.wav,kick
dataset/kick-008-p-2.wav,kick
dataset/kick-008-p-3.wav,kick
dataset/kick-008-p-4.wav,kick
dataset/kick-008-p-5.wav,kick
dataset/kick-008-p-6.wav,kick
dataset/kick-008-p-7.wav,kick
dataset/kick-008-p-8.wav,kick
dataset/kick-008-t-1.wav,kick
dataset/kick-008-t-2.wav,kick
dataset/kick-008-t-3.wav,kick
dataset/kick-008-t-4.wav,kick
dataset/kick-008-t-5.wav,kick
dataset/kick-008-t-6.wav,kick
dataset/kick-008-t-7.wav,kick
dataset/kick-009.wav,kick
dataset/kick-009-a-1.wav,kick
dataset/kick-009-a-2.wav,kick
dataset/kick-009-a-3.wav,kick
dataset/kick-009-a-4.wav,kick
dataset/kick-009-a-5.wav,kick
dataset/kick-009-a-6.wav,kick
dataset/kick-009-a-7.wav,kick
dataset/kick-009-a-8.wav,kick
dataset/kick-009-a-9.wav,kick
dataset/kick-009-n-1.wav,kick
dataset/kick-009-n-2.wav,kick
dataset/kick-009-n-3.wav,kick
dataset/kick-009-n-4.wav,kick
dataset/kick-009-n-5.wav,kick
dataset/kick-009-n-6.wav,kick
dataset/kick-009-n-7.wav,kick
dataset/kick-009-o.wav,kick
dataset/kick-009-p-1.wav,kick
dataset/kick-009-p-2.wav,kick
dataset/kick-009-p-3.wav,kick
dataset/kick-009-p-4.wav,kick
dataset/kick-009-p-5.wav,kick
dataset/kick-009-p-6.wav,kick
dataset/kick-009-p-7.wav,kick
dataset/kick-009-p-8.wav,kick
dataset/kick-009-p-9.wav,kick
dataset/kick-009-t-1.wav,kick
dataset/kick-009-t-2.wav,kick
dataset/kick-009-t-3.wav,kick
dataset/kick-009-t-4.wav,kick
dataset/kick-009-t-5.wav,kick
dataset/kick-009-t-6.wav,kick
dataset/kick-009-t-7.wav,kick
dataset/kick-009-t-8.wav,kick
dataset/kick-009-t-9.wav,kick
dataset/kick-010.wav,kick
dataset/kick-010-a-1.wav,kick
dataset/kick-010-a-2.wav,kick
dataset/kick-010-a-3.wav,kick
dataset/kick-010-a-4.wav,kick
dataset/kick-010-a-5.wav,kick
dataset/kick-010-a-6.wav,kick
dataset/kick-010-a-7.wav,kick
dataset/kick-010-a-8.wav,kick
dataset/kick-010-a-9.wav,kick
dataset/kick-010-n-1.wav,kick
dataset/kick-010-n-2.wav,kick
dataset/kick-010-n-3.wav,kick
dataset/kick-010-n-4.wav,kick
dataset/kick-010-n-5.wav,kick
dataset/kick-010-n-6.wav,kick
dataset/kick-010-n-7.wav,kick
dataset/kick-010-n-8.wav,kick
dataset/kick-010-n-9.wav,kick
dataset/kick-010-o.wav,kick
dataset/kick-010-p-1.wav,kick
dataset/kick-010-p-2.wav,kick
dataset/kick-010-p-3.wav,kick
dataset/kick-010-p-4.wav,kick
dataset/kick-010-p-5.wav,kick
dataset/kick-010-p-6.wav,kick
dataset/kick-010-p-7.wav,kick
dataset/kick-010-p-8.wav,kick
dataset/kick-010-p-9.wav,kick
dataset/kick-010-t-1.wav,kick
dataset/kick-010-t-2.wav,kick
dataset/kick-010-t-3.wav,kick
dataset/kick-010-t-4.wav,kick
dataset/kick-010-t-5.wav,kick
dataset/kick-010-t-6.wav,kick
dataset/kick-010-t-7.wav,kick
dataset/kick-010-t-8.wav,kick
dataset/kick-011.wav,kick
dataset/kick-011-a-1.wav,kick
dataset/kick-011-a-2.wav,kick
dataset/kick-011-a-3.wav,kick
dataset/kick-011-a-4.wav,kick
dataset/kick-011-a-5.wav,kick
dataset/kick-011-a-6.wav,kick
dataset/kick-011-a-7.wav,kick
dataset/kick-011-a-8.wav,kick
dataset/kick-011-a-9.wav,kick
dataset/kick-011-n-1.wav,kick
dataset/kick-011-n-2.wav,kick
dataset/kick-011-n-3.wav,kick
dataset/kick-011-n-4.wav,kick
dataset/kick-011-n-5.wav,kick
dataset/kick-011-n-6.wav,kick
dataset/kick-011-o.wav,kick
dataset/kick-011-p-1.wav,kick
dataset/kick-011-p-2.wav,kick
dataset/kick-011-p-3.wav,kick
dataset/kick-011-p-4.wav,kick
dataset/kick-011-p-5.wav,kick
dataset/kick-011-p-6.wav,kick
dataset/kick-011-p-7.wav,kick
dataset/kick-011-p-8.wav,kick
dataset/kick-011-p-9.wav,kick
dataset/kick-011-t-1.wav,kick
dataset/kick-011-t-2.wav,kick
dataset/kick-011-t-3.wav,kick
dataset/kick-011-t-4.wav,kick
dataset/kick-011-t-5.wav,kick
dataset/kick-011-t-6.wav,kick
dataset/kick-011-t-7.wav,kick
dataset/kick-011-t-8.wav,kick
dataset/kick-012.wav,kick
dataset/kick-012-a-1.wav,kick
dataset/kick-012-a-2.wav,kick
dataset/kick-012-a-3.wav,kick
dataset/kick-012-a-4.wav,kick
dataset/kick-012-a-5.wav,kick
dataset/kick-012-a-6.wav,kick
dataset/kick-012-a-7.wav,kick
dataset/kick-012-a-8.wav,kick
dataset/kick-012-a-9.wav,kick
dataset/kick-012-n-1.wav,kick
dataset/kick-012-n-2.wav,kick
dataset/kick-012-n-3.wav,kick
dataset/kick-012-n-4.wav,kick
dataset/kick-012-n-5.wav,kick
dataset/kick-012-n-6.wav,kick
dataset/kick-012-n-7.wav,kick
dataset/kick-012-n-8.wav,kick
dataset/kick-012-o.wav,kick
dataset/kick-012-p-1.wav,kick
dataset/kick-012-p-2.wav,kick
dataset/kick-012-p-3.wav,kick
dataset/kick-012-p-4.wav,kick
dataset/kick-012-p-5.wav,kick
dataset/kick-012-p-6.wav,kick
dataset/kick-012-p-7.wav,kick
dataset/kick-012-p-8.wav,kick
dataset/kick-012-p-9.wav,kick
dataset/kick-012-t-1.wav,kick
dataset/kick-012-t-2.wav,kick
dataset/kick-012-t-3.wav,kick
dataset/kick-012-t-4.wav,kick
dataset/kick-012-t-5.wav,kick
dataset/kick-012-t-6.wav,kick
dataset/kick-012-t-7.wav,kick
dataset/kick-013.wav,kick
dataset/kick-013-a-1.wav,kick
dataset/kick-013-a-2.wav,kick
dataset/kick-013-a-3.wav,kick
dataset/kick-013-a-4.wav,kick
dataset/kick-013-a-5.wav,kick
dataset/kick-013-a-6.wav,kick
dataset/kick-013-a-7.wav,kick
dataset/kick-013-n-1.wav,kick
dataset/kick-013-n-2.wav,kick
dataset/kick-013-n-3.wav,kick
dataset/kick-013-n-4.wav,kick
dataset/kick-013-n-5.wav,kick
dataset/kick-013-n-6.wav,kick
dataset/kick-013-o.wav,kick
dataset/kick-013-p-1.wav,kick
dataset/kick-013-p-2.wav,kick
dataset/kick-013-p-3.wav,kick
dataset/kick-013-p-4.wav,kick
dataset/kick-013-p-5.wav,kick
dataset/kick-013-p-6.wav,kick
dataset/kick-013-p-7.wav,kick
dataset/kick-013-t-1.wav,kick
dataset/kick-013-t-2.wav,kick
dataset/kick-013-t-3.wav,kick
dataset/kick-013-t-4.wav,kick
dataset/kick-013-t-5.wav,kick
dataset/kick-013-t-6.wav,kick
dataset/kick-013-t-7.wav,kick
dataset/kick-014.wav,kick
dataset/kick-014-a-1.wav,kick
dataset/kick-014-a-2.wav,kick
dataset/kick-014-a-3.wav,kick
dataset/kick-014-a-4.wav,kick
dataset/kick-014-a-5.wav,kick
dataset/kick-014-a-6.wav,kick
dataset/kick-014-a-7.wav,kick
dataset/kick-014-a-8.wav,kick
dataset/kick-014-a-9.wav,kick
dataset/kick-014-n-1.wav,kick
dataset/kick-014-n-2.wav,kick
dataset/kick-014-n-3.wav,kick
dataset/kick-014-n-4.wav,kick
dataset/kick-014-n-5.wav,kick
dataset/kick-014-n-6.wav,kick
dataset/kick-014-o.wav,kick
dataset/kick-014-p-1.wav,kick
dataset/kick-014-p-2.wav,kick
dataset/kick-014-p-3.wav,kick
dataset/kick-014-p-4.wav,kick
dataset/kick-014-p-5.wav,kick
dataset/kick-014-p-6.wav,kick
dataset/kick-014-t-1.wav,kick
dataset/kick-014-t-2.wav,kick
dataset/kick-014-t-3.wav,kick
dataset/kick-014-t-4.wav,kick
dataset/kick-014-t-5.wav,kick
dataset/kick-014-t-6.wav,kick
dataset/kick-014-t-7.wav,kick
dataset/kick-014-t-8.wav,kick
dataset/kick-015.wav,kick
dataset/kick-015-a-1.wav,kick
dataset/kick-015-a-2.wav,kick
dataset/kick-015-a-3.wav,kick
dataset/kick-015-a-4.wav,kick
dataset/kick-015-a-5.wav,kick
dataset/kick-015-a-6.wav,kick
dataset/kick-015-a-7.wav,kick
dataset/kick-015-n-1.wav,kick
dataset/kick-015-n-2.wav,kick
dataset/kick-015-n-3.wav,kick
dataset/kick-015-n-4.wav,kick
dataset/kick-015-n-5.wav,kick
dataset/kick-015-n-6.wav,kick
dataset/kick-015-n-7.wav,kick
dataset/kick-015-n-8.wav,kick
dataset/kick-015-n-9.wav,kick
dataset/kick-015-o.wav,kick
dataset/kick-015-p-1.wav,kick
dataset/kick-015-p-2.wav,kick
dataset/kick-015-p-3.wav,kick
dataset/kick-015-p-4.wav,kick
dataset/kick-015-p-5.wav,kick
dataset/kick-015-p-6.wav,kick
dataset/kick-015-p-7.wav,kick
dataset/kick-015-p-8.wav,kick
dataset/kick-015-p-9.wav,kick
dataset/kick-015-t-1.wav,kick
dataset/kick-015-t-2.wav,kick
dataset/kick-015-t-3.wav,kick
dataset/kick-015-t-4.wav,kick
dataset/kick-015-t-5.wav,kick
dataset/kick-015-t-6.wav,kick
dataset/kick-015-t-7.wav,kick
dataset/kick-015-t-8.wav,kick
dataset/kick-016.wav,kick
dataset/kick-016-a-1.wav,kick
dataset/kick-016-a-2.wav,kick
dataset/kick-016-a-3.wav,kick
dataset/kick-016-a-4.wav,kick
dataset/kick-016-a-5.wav,kick
dataset/kick-016-a-6.wav,kick
dataset/kick-016-a-7.wav,kick
dataset/kick-016-a-8.wav,kick
dataset/kick-016-n-1.wav,kick
dataset/kick-016-n-2.wav,kick
dataset/kick-016-n-3.wav,kick
dataset/kick-016-n-4.wav,kick
dataset/kick-016-n-5.wav,kick
dataset/kick-016-n-6.wav,kick
dataset/kick-016-n-7.wav,kick
dataset/kick-016-n-8.wav,kick
dataset/kick-016-o.wav,kick
dataset/kick-016-p-1.wav,kick
dataset/kick-016-p-2.wav,kick
dataset/kick-016-p-3.wav,kick
dataset/kick-016-p-4.wav,kick
dataset/kick-016-p-5.wav,kick
dataset/kick-016-p-6.wav,kick
dataset/kick-016-p-7.wav,kick
dataset/kick-016-t-1.wav,kick
dataset/kick-016-t-2.wav,kick
dataset/kick-016-t-3.wav,kick
dataset/kick-016-t-4.wav,kick
dataset/kick-016-t-5.wav,kick
dataset/kick-016-t-6.wav,kick
dataset/kick-016-t-7.wav,kick
dataset/kick-016-t-8.wav,kick
dataset/kick-017.wav,kick
dataset/kick-017-a-1.wav,kick
dataset/kick-017-a-2.wav,kick
dataset/kick-017-a-3.wav,kick
dataset/kick-017-a-4.wav,kick
dataset/kick-017-a-5.wav,kick
dataset/kick-017-a-6.wav,kick
dataset/kick-017-a-7.wav,kick
dataset/kick-017-a-8.wav,kick
dataset/kick-017-a-9.wav,kick
dataset/kick-017-n-1.wav,kick
dataset/kick-017-n-2.wav,kick
dataset/kick-017-n-3.wav,kick
dataset/kick-017-n-4.wav,kick
dataset/kick-017-n-5.wav,kick
dataset/kick-017-n-6.wav,kick
dataset/kick-017-n-7.wav,kick
dataset/kick-017-n-8.wav,kick
dataset/kick-017-o.wav,kick
dataset/kick-017-p-1.wav,kick
dataset/kick-017-p-2.wav,kick
dataset/kick-017-p-3.wav,kick
dataset/kick-017-p-4.wav,kick
dataset/kick-017-p-5.wav,kick
dataset/kick-017-p-6.wav,kick
dataset/kick-017-p-7.wav,kick
dataset/kick-017-p-8.wav,kick
dataset/kick-017-t-1.wav,kick
dataset/kick-017-t-2.wav,kick
dataset/kick-017-t-3.wav,kick
dataset/kick-017-t-4.wav,kick
dataset/kick-017-t-5.wav,kick
dataset/kick-017-t-6.wav,kick
dataset/kick-018.wav,kick
dataset/kick-018-a-1.wav,kick
dataset/kick-018-a-2.wav,kick
dataset/kick-018-a-3.wav,kick
dataset/kick-018-a-4.wav,kick
dataset/kick-018-a-5.wav,kick
dataset/kick-018-a-6.wav,kick
dataset/kick-018-a-7.wav,kick
dataset/kick-018-a-8.wav,kick
dataset/kick-018-n-1.wav,kick
dataset/kick-018-n-2.wav,kick
dataset/kick-018-n-3.wav,kick
dataset/kick-018-n-4.wav,kick
dataset/kick-018-n-5.wav,kick
dataset/kick-018-n-6.wav,kick
dataset/kick-018-n-7.wav,kick
dataset/kick-018-n-8.wav,kick
dataset/kick-018-o.wav,kick
dataset/kick-018-p-1.wav,kick
dataset/kick-018-p-2.wav,kick
dataset/kick-018-p-3.wav,kick
dataset/kick-018-p-4.wav,kick
dataset/kick-018-p-5.wav,kick
dataset/kick-018-p-6.wav,kick
dataset/kick-018-p-7.wav,kick
dataset/kick-018-p-8.wav,kick
dataset/kick-018-p-9.wav,kick
dataset/kick-018-t-1.wav,kick
dataset/kick-018-t-2.wav,kick
dataset/kick-018-t-3.wav,kick
dataset/kick-018-t-4.wav,kick
dataset/kick-018-t-5.wav,kick
dataset/kick-018-t-6.wav,kick
dataset/kick-018-t-7.wav,kick
dataset/kick-019.wav,kick
dataset/kick-019-a-1.wav,kick
dataset/kick-019-a-2.wav,kick
dataset/kick-019-a-3.wav,kick
dataset/kick-019-a-4.wav,kick
dataset/kick-019-a-5.wav,kick
dataset/kick-019-a-6.wav,kick
dataset/kick-019-n-1.wav,kick
dataset/kick-019-n-2.wav,kick
dataset/kick-019-n-3.wav,kick
dataset/kick-019-n-4.wav,kick
dataset/kick-019-n-5.wav,kick
dataset/kick-019-n-6.wav,kick
dataset/kick-019-n-7.wav,kick
dataset/kick-019-o.wav,kick
dataset/kick-019-p-1.wav,kick
dataset/kick-019-p-2.wav,kick
dataset/kick-019-p-3.wav,kick
dataset/kick-019-p-4.wav,kick
dataset/kick-019-p-5.wav,kick
dataset/kick-019-p-6.wav,kick
dataset/kick-019-p-7.wav,kick
dataset/kick-019-p-8.wav,kick
dataset/kick-019-t-1.wav,kick
dataset/kick-019-t-2.wav,kick
dataset/kick-019-t-3.wav,kick
dataset/kick-019-t-4.wav,kick
dataset/kick-019-t-5.wav,kick
dataset/kick-019-t-6.wav,kick
dataset/kick-019-t-7.wav,kick
dataset/kick-019-t-8.wav,kick
dataset/kick-019-t-9.wav,kick
dataset/kick-020.wav,kick
dataset/kick-020-a-1.wav,kick
dataset/kick-020-a-2.wav,kick
dataset/kick-020-a-3.wav,kick
dataset/kick-020-a-4.wav,kick
dataset/kick-020-a-5.wav,kick
dataset/kick-020-a-6.wav,kick
dataset/kick-020-n-1.wav,kick
dataset/kick-020-n-2.wav,kick
dataset/kick-020-n-3.wav,kick
dataset/kick-020-n-4.wav,kick
dataset/kick-020-n-5.wav,kick
dataset/kick-020-n-6.wav,kick
dataset/kick-020-o.wav,kick
dataset/kick-020-p-1.wav,kick
dataset/kick-020-p-2.wav,kick
dataset/kick-020-p-3.wav,kick
dataset/kick-020-p-4.wav,kick
dataset/kick-020-p-5.wav,kick
dataset/kick-020-p-6.wav,kick
dataset/kick-020-p-7.wav,kick
dataset/kick-020-t-1.wav,kick
dataset/kick-020-t-2.wav,kick
dataset/kick-020-t-3.wav,kick
dataset/kick-020-t-4.wav,kick
dataset/kick-020-t-5.wav,kick
dataset/kick-020-t-6.wav,kick
dataset/kick-020-t-7.wav,kick
dataset/kick-021.wav,kick
dataset/kick-021-a-1.wav,kick
dataset/kick-021-a-2.wav,kick
dataset/kick-021-a-3.wav,kick
dataset/kick-021-a-4.wav,kick
dataset/kick-021-a-5.wav,kick
dataset/kick-021-a-6.wav,kick
dataset/kick-021-a-7.wav,kick
dataset/kick-021-n-1.wav,kick
dataset/kick-021-n-2.wav,kick
dataset/kick-021-n-3.wav,kick
dataset/kick-021-n-4.wav,kick
dataset/kick-021-n-5.wav,kick
dataset/kick-021-n-6.wav,kick
dataset/kick-021-n-7.wav,kick
dataset/kick-021-o.wav,kick
dataset/kick-021-p-1.wav,kick
dataset/kick-021-p-2.wav,kick
dataset/kick-021-p-3.wav,kick
dataset/kick-021-p-4.wav,kick
dataset/kick-021-p-5.wav,kick
dataset/kick-021-p-6.wav,kick
dataset/kick-021-p-7.wav,kick
dataset/kick-021-t-1.wav,kick
dataset/kick-021-t-2.wav,kick
dataset/kick-021-t-3.wav,kick
dataset/kick-021-t-4.wav,kick
dataset/kick-021-t-5.wav,kick
dataset/kick-021-t-6.wav,kick
dataset/kick-021-t-7.wav,kick
dataset/kick-021-t-8.wav,kick
dataset/kick-021-t-9.wav,kick
dataset/kick-022.wav,kick
dataset/kick-022-a-1.wav,kick
dataset/kick-022-a-2.wav,kick
dataset/kick-022-a-3.wav,kick
dataset/kick-022-a-4.wav,kick
dataset/kick-022-a-5.wav,kick
dataset/kick-022-a-6.wav,kick
dataset/kick-022-a-7.wav,kick
dataset/kick-022-n-1.wav,kick
dataset/kick-022-n-2.wav,kick
dataset/kick-022-n-3.wav,kick
dataset/kick-022-n-4.wav,kick
dataset/kick-022-n-5.wav,kick
dataset/kick-022-n-6.wav,kick
dataset/kick-022-n-7.wav,kick
dataset/kick-022-n-8.wav,kick
dataset/kick-022-o.wav,kick
dataset/kick-022-p-1.wav,kick
dataset/kick-022-p-2.wav,kick
dataset/kick-022-p-3.wav,kick
dataset/kick-022-p-4.wav,kick
dataset/kick-022-p-5.wav,kick
dataset/kick-022-p-6.wav,kick
dataset/kick-022-p-7.wav,kick
dataset/kick-022-t-1.wav,kick
dataset/kick-022-t-2.wav,kick
dataset/kick-022-t-3.wav,kick
dataset/kick-022-t-4.wav,kick
dataset/kick-022-t-5.wav,kick
dataset/kick-022-t-6.wav,kick
dataset/kick-023.wav,kick
dataset/kick-023-a-1.wav,kick
dataset/kick-023-a-2.wav,kick
dataset/kick-023-a-3.wav,kick
dataset/kick-023-a-4.wav,kick
dataset/kick-023-a-5.wav,kick
dataset/kick-023-a-6.wav,kick
dataset/kick-023-a-7.wav,kick
dataset/kick-023-a-8.wav,kick
dataset/kick-023-a-9.wav,kick
dataset/kick-023-n-1.wav,kick
dataset/kick-023-n-2.wav,kick
dataset/kick-023-n-3.wav,kick
dataset/kick-023-n-4.wav,kick
dataset/kick-023-n-5.wav,kick
dataset/kick-023-n-6.wav,kick
dataset/kick-023-n-7.wav,kick
dataset/kick-023-n-8.wav,kick
dataset/kick-023-o.wav,kick
dataset/kick-023-p-1.wav,kick
dataset/kick-023-p-2.wav,kick
dataset/kick-023-p-3.wav,kick
dataset/kick-023-p-4.wav,kick
dataset/kick-023-p-5.wav,kick
dataset/kick-023-p-6.wav,kick
dataset/kick-023-t-1.wav,kick
